Name,CompanyType,Address,Phone_Type,Phone_Number,ValidationStatus,Email_Type,Email_Value,Email_Active,TaxID,Identifiers_Type,Identifiers_Value,Identifiers_Status
"Zimmerman, Bauer and Diaz",Public,"00422 Tammy Island Apt. 789, Lake Amymouth, RI, USA - 88872-9756",Fax,4672177669,Validated,Sales,rsmith@example.net,False,TAX42138,PAN,GE65343,Inactive
"Baker, Fuentes and Davis",Non-Profit,"7251 Wright Islands, Port Amanda, VA, USA - 78385-4273",Home,001-536-409-3454x430,Rejected,Sales,rbeasley@example.org,True,TAX56435,DUNS,rD38812,Inactive
Snyder-Martin,Government,"5954 Leonard Orchard, Desireebury, MP, USA - 53357-9755",Mobile,3976206660,Pending,Personal,christopherwang@example.com,False,TAX54019,PAN,bz44931,Active
"Deleon, Johnson and Rivas",LLC,"288 Robert Extensions Suite 128, Lake Benjaminfort, PR, USA - 99620-1278",Mobile,290-968-5770x191,Validated,Sales,rogersjose@example.net,True,TAX72493,EIN,fg98499,Active
Yoder-Bryant,Non-Profit,"80588 George Inlet Apt. 910, Shannonport, AR, USA - 72263-5021",Mobile,001-779-799-0280x68272,Pending,Business,bethany98@example.com,True,TAX70606,PAN,pe35258,Inactive
"Parrish, Salazar and Wiggins",Public,"91322 Kevin Loop Suite 982, Caitlynhaven, IL, USA - 55714-5703",Fax,479-657-2001x595,Approved,Support,chad77@example.org,False,TAX71296,EIN,ZC43919,Active
"Terry, Carrillo and Flores",LLC,"220 Washington Islands Suite 727, Duranville, VA, USA - 31153-4538",Office,4446480762,Approved,Business,hollywilson@example.com,True,TAX12057,PAN,Rj90896,Inactive
Ramirez and Sons,Private,"12052 Curtis Square Apt. 762, North Sandrahaven, GU, USA - 87769-4754",Fax,(946)368-8387,Pending,HR,marquezevelyn@example.com,False,TAX98052,EIN,Gu28571,Active
Hood PLC,LLC,"24446 Cuevas Grove Apt. 742, North Oscar, OR, USA - 93282-9911",Mobile,001-989-464-9940x50542,Rejected,Sales,ewinggina@example.com,False,TAX53761,PAN,vX99493,Active
Lara-Jones,Government,"05955 Olson Circle Apt. 769, Port Amanda, UT, USA - 47754-1353",Home,(674)830-5167,In Review,Business,amberwood@example.net,False,TAX16845,LEI,UL41922,Active
"Goodman, Gomez and Jackson",Public,"350 Jeremy Ridges Suite 146, Burtonborough, CO, USA - 57052-5341",Fax,3986616398,In Review,Sales,sharon52@example.net,True,TAX52463,LEI,la70795,Inactive
"Allison, Hopkins and Silva",Government,"6559 Gardner Knolls Apt. 410, Robertsshire, KS, USA - 45873-6490",Office,001-724-953-2960x8906,Approved,Personal,huffmansusan@example.com,True,TAX49286,EIN,OI37089,Active
"Butler, Mata and Beck",Non-Profit,"88974 Mary Vista, Port Stephenview, ID, USA - 90063-3873",Mobile,453-242-4065x76732,Pending,Support,sharoncarter@example.com,True,TAX27858,DUNS,ux95651,Inactive
Mcneil-Yates,LLC,"7549 Michael Shoals Apt. 155, Douglastown, ID, USA - 73418-6693",Home,726-252-4009,Validated,Support,lindsayscott@example.com,False,TAX38442,PAN,SY97933,Inactive
Hernandez Ltd,LLC,"343 Trevino Prairie, Jefferyhaven, MO, USA - 15963-9141",Home,822-776-1024,Approved,HR,janiceking@example.net,False,TAX92985,LEI,TE30141,Inactive
Newton-Perez,Government,"0675 Bradley Prairie, North Jessicamouth, GA, USA - 83652-1312",Home,522.328.5192x31384,In Review,Business,gillespiecorey@example.org,True,TAX24058,GST,VJ49426,Active
Welch-Campbell,Private,"8707 Jamie Parkway, New Thomasburgh, AS, USA - 99078-7656",Office,719-815-4665x2438,Pending,Sales,gregory93@example.com,False,TAX74587,DUNS,Uo33950,Inactive
Howard Ltd,Non-Profit,"712 Melissa Field Apt. 149, East Matthew, AL, USA - 16254-8922",Fax,7387836537,Pending,Support,janet38@example.org,True,TAX27485,TIN,rf54820,Inactive
Bates Group,Government,"0726 Vincent Islands Suite 662, Donaldview, KY, USA - 32685-3172",Home,527.785.9794x7086,Approved,Business,ujohnson@example.com,True,TAX59986,GST,ae17973,Inactive
Hughes-Kennedy,Public,"47238 Tyler Streets, Gilbertfurt, MS, USA - 23135-7825",Home,001-572-445-0411x65546,Pending,Personal,morrismichaela@example.net,True,TAX64274,GST,QE37902,Inactive
Thompson Ltd,Government,"62699 Jillian Shoals Apt. 719, New Kari, WI, USA - 59450-5611",Home,001-990-924-5633x1981,Rejected,HR,hoodmolly@example.com,True,TAX91080,LEI,SH54525,Inactive
Collins Inc,Private,"96726 Victor Avenue Suite 460, Boydland, PA, USA - 39281-8182",Fax,(710)934-3873x896,Approved,Personal,chelseawilliams@example.net,True,TAX34311,GST,NS77552,Inactive
"Walker, Castillo and Luna",Government,"00003 Curry Springs, Gardnerfort, UT, USA - 24754-6971",Mobile,932-920-0358,Pending,Business,tylermontes@example.org,False,TAX99713,EIN,wo37782,Inactive
Combs Ltd,Partnership,"274 Jason Crescent, Jordanburgh, MN, USA - 57977-9640",Fax,(494)629-4615,Approved,HR,spencergriffin@example.net,False,TAX12547,DUNS,iq28823,Inactive
Townsend-Oneal,Government,"5865 Bradley Points Suite 692, Lake Keithborough, UT, USA - 56552-3762",Home,9132260811,In Review,Sales,adrianskinner@example.org,False,TAX65153,LEI,EG20417,Inactive
Santos-Baldwin,Partnership,"44076 Rebecca Stream, Lake Christyhaven, FM, USA - 96762-3624",Fax,(521)953-3217,In Review,Business,jamesanderson@example.org,False,TAX23853,DUNS,xo95192,Active
Collins Ltd,Partnership,"9513 Dustin Gardens, Dudleystad, WY, USA - 80688-9834",Mobile,568-228-7879x7891,Pending,HR,adrian19@example.net,False,TAX88652,GST,PZ93568,Inactive
Mcdonald-King,Private,"295 Smith Manors, New Dawn, UT, USA - 87593-6624",Fax,(843)432-6245x07394,Pending,Support,herreraellen@example.net,False,TAX70427,TIN,PZ67007,Inactive
Dean-Mcguire,Public,"90509 Wolf Island Suite 617, Margaretburgh, MO, USA - 97114-3454",Office,001-436-657-3382x302,Pending,Personal,pmiller@example.org,True,TAX58544,TIN,ue14281,Inactive
"Walton, Walker and Gill",LLC,"703 Jackson Throughway Suite 623, North Davidhaven, CO, USA - 98323-6043",Home,(531)208-2872,Pending,Sales,veronica75@example.net,True,TAX72982,LEI,XG03568,Active
Wise Inc,Government,"348 Hamilton Ways Suite 807, Port Adam, DC, USA - 22458-5663",Home,904-750-9522x57130,Validated,Personal,pamela47@example.net,False,TAX66395,LEI,MW60930,Inactive
Mckinney LLC,Private,"6322 David Coves Apt. 228, Hillhaven, MN, USA - 72454-7754",Mobile,894-566-1162,Validated,Sales,michaelgonzalez@example.com,True,TAX22105,LEI,Ia78357,Inactive
"Johnson, Russell and Perkins",Public,"10183 Wilson Skyway, Leonardview, AR, USA - 46131-9736",Office,645.712.2586x06545,In Review,Business,uking@example.com,True,TAX88326,GST,Jp85417,Active
Chandler-Hurst,LLC,"8906 Daniel Inlet, South Makayla, GU, USA - 44183-7784",Fax,(822)283-9474,Validated,Business,obarnes@example.net,True,TAX88316,TIN,Ed05955,Inactive
Williams-Thompson,Partnership,"721 Sawyer Corners, West Reginaburgh, KY, USA - 36966-4522",Fax,843.325.2021,In Review,Sales,myersmary@example.net,True,TAX87676,LEI,Lz29752,Inactive
Barr-Meadows,Public,"0940 Tucker Isle Apt. 663, Patriciaport, PA, USA - 59917-7211",Home,+1-238-312-6075x05193,Approved,HR,pzimmerman@example.com,True,TAX67104,EIN,JW62136,Inactive
"Dillon, Mcconnell and Sanchez",Public,"76863 Reyes River, Brandonview, PR, USA - 19870-5052",Home,(472)612-3690x730,Pending,Business,jennifer66@example.org,True,TAX27402,LEI,ya52491,Inactive
"Richards, Warner and Gill",Partnership,"27664 Emily Heights Apt. 866, Markston, NV, USA - 99996-7311",Fax,001-831-409-3059x51725,In Review,Sales,alyssadudley@example.org,True,TAX23985,EIN,tC68258,Inactive
"Sullivan, Williams and Acevedo",LLC,"8528 Ayala Summit, Villegasberg, MO, USA - 22233-4775",Fax,001-351-207-6055,Rejected,Personal,codyfitzgerald@example.com,False,TAX98066,TIN,uW37976,Inactive
Henderson LLC,Partnership,"413 Rodriguez Track Apt. 113, West Jasonmouth, OR, USA - 37475-1260",Fax,441-835-1848x444,Validated,HR,mitchellsarah@example.net,True,TAX37074,GST,ii70865,Active
Jones and Sons,Non-Profit,"0239 Alisha Lane, Port Jademouth, DC, USA - 67344-9747",Mobile,943.685.3611,In Review,Sales,kathleen25@example.com,True,TAX37642,TIN,ue27712,Inactive
Nielsen-Stevens,LLC,"308 Kaitlyn Harbors Apt. 077, Lake Crystalport, MS, USA - 38179-2109",Home,296-639-0686,In Review,Personal,michellecaldwell@example.net,True,TAX22728,TIN,JF54019,Inactive
"Fischer, Hicks and Sparks",LLC,"637 Mann Centers, West Shawnafurt, AZ, USA - 58146-7396",Home,(292)328-1534x40998,Validated,Sales,whitesusan@example.org,True,TAX79184,PAN,rG88137,Inactive
"Mathis, Willis and Oconnor",Non-Profit,"978 Susan Mount Suite 643, North Patrickberg, NY, USA - 63236-3869",Fax,001-692-800-9872,Approved,Sales,agray@example.org,False,TAX53099,LEI,fi13281,Inactive
"Dennis, Roth and Thomas",LLC,"903 Glenn Road Suite 014, North Carol, CA, USA - 58192-7331",Mobile,587.408.3882x97415,Pending,Personal,hernandezmatthew@example.net,False,TAX76810,PAN,ju45862,Inactive
"Wood, Lloyd and Coleman",Private,"02860 Smith Burgs Apt. 996, East Heather, MP, USA - 66884-4209",Office,001-299-680-5816x29060,Pending,Personal,debra52@example.net,False,TAX47265,TIN,id03349,Active
"Graham, Campbell and Gomez",Private,"8785 Elliott Coves Apt. 210, Johnsonborough, AS, USA - 80570-5171",Home,(590)685-7512x188,Rejected,Sales,nicole06@example.org,True,TAX40591,LEI,Wr22752,Active
Carroll-Ramos,LLC,"59194 Jim Trace Apt. 202, Jacksonport, NM, USA - 41387-2300",Home,+1-869-642-9894x04790,In Review,Personal,fashley@example.org,True,TAX66926,LEI,LX04044,Inactive
"Green, King and Robinson",Private,"154 Matthew Views, Jimshire, HI, USA - 86363-4135",Home,5884357821,Rejected,Support,ssmith@example.org,False,TAX93409,PAN,yL64051,Active
Smith-Reynolds,Private,"55004 Ashley Glens, Jodymouth, TN, USA - 91045-6995",Office,(725)506-5801,Validated,Personal,brandonsmith@example.org,False,TAX91366,PAN,fl68751,Active
"Hayden, Gonzalez and Hayes",Public,"874 Elizabeth Garden, Phillipsberg, MS, USA - 99088-2555",Mobile,7297551786,Validated,Personal,hannahmiller@example.org,True,TAX36226,GST,ZF81855,Active
Stevens PLC,Partnership,"546 Pitts Ranch Apt. 638, Lake Dylan, MS, USA - 96195-7082",Home,(616)630-7097x88571,Rejected,Business,bettypowell@example.net,True,TAX11346,PAN,WZ58622,Active
Koch PLC,Private,"9255 Grimes Route Apt. 318, Mendezburgh, TN, USA - 32506-4928",Mobile,797.550.9841x631,Rejected,Personal,slowe@example.com,False,TAX15313,PAN,EG78948,Active
"Tate, Johnson and Lawrence",Public,"2523 Lisa Pass, South Michelle, MA, USA - 30747-7240",Mobile,001-603-832-2608x06988,Rejected,Sales,fosterjoseph@example.org,False,TAX54246,GST,HY50281,Active
Miller-West,Government,"82808 Emily Rapids Apt. 430, Velasquezport, ND, USA - 31799-9581",Fax,(312)503-3357x7801,Pending,Personal,gaineswilliam@example.net,True,TAX80385,GST,qs87926,Inactive
"Webb, Smith and Weber",Public,"306 Amy Place Apt. 910, Matthewville, SD, USA - 31814-3589",Mobile,381-595-5735x63241,Validated,Business,baileymichelle@example.com,False,TAX98721,PAN,WI94531,Inactive
Little-Harris,Partnership,"259 Martinez Squares Suite 850, Montoyaland, SC, USA - 75801-8513",Home,001-915-902-3742x134,Approved,Sales,fordelizabeth@example.net,False,TAX42720,GST,ls62144,Active
"Williams, Holden and Smith",LLC,"1176 Gail Corners, Sheltonfort, WV, USA - 78297-6614",Mobile,539-505-1386,Pending,Personal,jesse57@example.net,True,TAX29203,GST,HJ59957,Inactive
West-Phillips,Government,"63057 Richard Lakes, North Joel, FL, USA - 68802-4444",Office,(916)463-1058x66312,Approved,Personal,ujohnson@example.org,True,TAX64526,GST,Ye30340,Active
Cordova-Jackson,Public,"29195 West Fields Suite 407, Gavinport, ME, USA - 59548-5314",Mobile,+1-640-473-4093x958,Pending,Business,christina19@example.net,False,TAX65736,EIN,Eo21828,Inactive
Phillips-Leon,Government,"3446 Smith Crescent, Lake Alexander, NM, USA - 48878-9388",Mobile,(496)373-5538x636,Pending,Business,aliciamartin@example.net,True,TAX43993,TIN,dU82793,Active
"Brown, Johnson and Johnson",Private,"72006 Stephanie Locks, Lake Jesse, WI, USA - 44187-8475",Fax,+1-841-759-4873x6437,Approved,Business,james41@example.org,True,TAX39427,TIN,xl77170,Inactive
"Olson, Williams and Vazquez",Partnership,"537 Atkins Loaf, Lake Neilborough, PW, USA - 93430-9777",Office,001-491-895-5939,Validated,Support,fhood@example.com,True,TAX62684,PAN,SP35643,Active
Swanson Group,Non-Profit,"95610 Dennis Skyway Apt. 803, South Jeremymouth, WV, USA - 58159-8774",Home,001-322-786-2664,In Review,Personal,michaelwalton@example.com,False,TAX50438,EIN,lE40719,Active
"White, Hudson and Johnson",Public,"968 Cobb View Apt. 399, Lake Jeremy, ND, USA - 39709-8220",Home,(549)813-0884x3206,Pending,Support,danielle78@example.net,False,TAX64727,GST,Wj91671,Inactive
Hunter-Lyons,Government,"45174 Ashley Overpass Suite 535, North Crystalton, UT, USA - 45946-6859",Office,(955)976-5603x2183,Approved,Business,cameron35@example.com,True,TAX80491,PAN,Uc30427,Inactive
Howard-Gonzalez,Partnership,"51382 Samuel Pines Apt. 053, Christopherborough, MT, USA - 71835-2124",Home,(873)524-9074x9608,Pending,Sales,derrick41@example.org,True,TAX57367,DUNS,EN76127,Inactive
Moyer and Sons,Partnership,"972 Castro Bypass Suite 767, Kyleburgh, PA, USA - 66831-4815",Mobile,3836944479,Validated,Business,thomasjohnson@example.com,False,TAX41402,EIN,Kd64836,Inactive
"Atkins, Flores and Castaneda",Government,"94071 Taylor Common Apt. 502, New Debra, NJ, USA - 96511-1299",Fax,393-888-6137x172,In Review,Sales,butlermichael@example.net,True,TAX61695,EIN,ra15290,Inactive
"Henry, Barr and Smith",Non-Profit,"0496 Sawyer Island, Salinasshire, MT, USA - 86881-7897",Office,001-616-988-7403,Approved,HR,millerphilip@example.com,False,TAX44192,EIN,yJ00233,Inactive
"Joseph, Little and Riley",Partnership,"7971 Carter Dale Suite 871, Lake Rachel, OK, USA - 78080-5827",Home,(221)923-1880x459,Pending,Personal,lauranewton@example.com,False,TAX63854,EIN,Vp27984,Inactive
Hayes-Ward,Public,"4706 Olson Summit Apt. 884, North Jasonport, UT, USA - 36055-9614",Office,+1-617-316-6780x92951,In Review,Business,blopez@example.org,False,TAX20630,EIN,QM01515,Active
Bender Inc,Partnership,"548 Martin Forge, Port Kristi, AS, USA - 77065-1274",Home,745.329.7170x34674,Rejected,Personal,stacy23@example.org,False,TAX12422,PAN,Mc03947,Active
"Sanchez, Newton and Brown",Public,"5307 Welch Lock, New Robertport, FL, USA - 53356-3779",Fax,3426461511,Approved,Personal,summerhampton@example.org,True,TAX49487,LEI,zG10669,Active
Davis-Curry,Government,"85784 Murphy Lake, Paulburgh, GU, USA - 11307-8752",Mobile,(339)408-9757,Validated,Personal,sarah11@example.net,False,TAX11686,PAN,eD70417,Active
"Martinez, Wilson and Baker",Government,"495 Sullivan View, Markside, NH, USA - 69367-4570",Office,+1-498-586-0075x16164,Rejected,Sales,nelsonjessica@example.com,True,TAX63606,PAN,JC65879,Active
Wilson-Pearson,Partnership,"7282 David Island Suite 653, Taraton, MT, USA - 19959-3055",Mobile,666.647.4621,Pending,Sales,lauren93@example.net,True,TAX21851,EIN,Ws59298,Active
Harvey and Sons,LLC,"09480 Brandi Radial, East Christine, CO, USA - 76033-5217",Home,(910)946-7326x63375,Rejected,Sales,qherman@example.net,True,TAX51973,DUNS,ap29297,Inactive
Miller Inc,Non-Profit,"516 Danielle Gardens Apt. 744, Guerrerohaven, VA, USA - 71727-6791",Fax,861.832.9761x064,Approved,Personal,amberallen@example.com,False,TAX64142,TIN,Ns75489,Inactive
Owens-Warren,LLC,"2128 Keith Ports Suite 856, Walterview, VA, USA - 96539-5023",Office,(558)420-3095x87848,Approved,Business,bookerkristopher@example.net,False,TAX59223,TIN,GL70001,Inactive
"Fleming, Gill and Smith",Government,"17021 Reeves Row Suite 340, Wallfort, MP, USA - 64987-5424",Mobile,983-599-1394x7801,Pending,Personal,maryacevedo@example.com,True,TAX11374,GST,kn19641,Active
Frost-Jones,Government,"8128 Kenneth Underpass Apt. 565, Jenkinsville, PR, USA - 24391-8188",Mobile,001-286-641-8030,Pending,Business,bobby00@example.net,False,TAX48241,LEI,Fh04029,Inactive
Jones Ltd,Public,"87347 Oneal Corners Suite 637, Andreamouth, MI, USA - 44834-2971",Fax,206-376-4070x099,Pending,Support,whitneysantos@example.org,True,TAX24281,TIN,fS24360,Inactive
Perry Inc,Government,"5869 Martin Mount, Johnstad, OH, USA - 64220-1409",Home,001-571-803-5856x3314,Approved,Support,pearsonvictoria@example.org,False,TAX28578,GST,uV44068,Active
Good-Parker,Partnership,"44716 Matthew Prairie, North Lindamouth, DC, USA - 91583-1182",Home,5254337677,Pending,Sales,rodrigueztodd@example.org,False,TAX59793,TIN,nX16192,Active
Pugh-Lawrence,LLC,"21288 Crystal Trace, West Davidland, PW, USA - 90199-6226",Fax,963-339-2998x806,In Review,Support,pmartin@example.com,False,TAX20289,LEI,Mn69607,Inactive
Rios-Smith,Public,"463 Navarro Villages, Jenniferburgh, TN, USA - 11538-5173",Home,001-628-253-3947x9620,Approved,Business,matthew15@example.com,True,TAX57310,EIN,wM56279,Active
Freeman Inc,Non-Profit,"70274 Anthony Turnpike, Collinsfurt, GU, USA - 45261-8002",Office,(637)383-8366,Rejected,Sales,nleblanc@example.org,False,TAX75007,PAN,gk48176,Active
Miller Inc,Government,"0572 Joshua Street, East Brittneyshire, PA, USA - 63497-8392",Fax,605.616.7348,Rejected,Personal,zachary02@example.net,True,TAX58786,PAN,wv89411,Inactive
Ross PLC,Government,"173 Gomez Vista, Stanleyton, OR, USA - 10790-8208",Office,+1-811-759-5981x3462,Pending,Business,nicolemeyers@example.org,False,TAX66558,EIN,Rf29501,Active
"Cruz, Joseph and Kelly",Government,"263 Wayne Shoals, Charlenefort, KY, USA - 51464-2259",Mobile,001-810-596-5320x85929,Approved,Personal,calhoundavid@example.net,False,TAX75963,GST,PQ85165,Inactive
"Smith, Thomas and Taylor",LLC,"8643 Brandon Causeway, East Laceyshire, NV, USA - 10192-2603",Office,862.936.0778x83022,Approved,Sales,alanjackson@example.org,True,TAX82160,LEI,ZB13211,Inactive
"Jones, Bailey and Spence",Private,"50838 John Way, North Kristen, ND, USA - 84353-8429",Fax,+1-769-511-6745x575,Rejected,HR,james76@example.net,False,TAX46688,DUNS,YE95356,Active
Riley Ltd,Non-Profit,"799 Osborne Lights, Adamchester, IA, USA - 37166-6067",Mobile,7923655208,Approved,Support,haleycook@example.com,True,TAX38255,DUNS,aJ66400,Inactive
Johnson-Martinez,Non-Profit,"26234 Walsh Mill, West Eric, MI, USA - 67589-8177",Fax,227.321.7251x915,Rejected,HR,kyle30@example.com,True,TAX34048,PAN,eP04957,Active
Tate-Mills,Public,"219 Nathan Falls Apt. 076, Webbmouth, NE, USA - 59277-4378",Home,001-910-397-0234x08104,Pending,Support,josemckee@example.net,True,TAX65717,TIN,BW30401,Active
"Potts, Martinez and Perry",LLC,"933 Copeland Viaduct, Kristinaton, UT, USA - 95063-7251",Fax,001-496-431-1293x93397,Pending,Business,heathermooney@example.org,True,TAX92750,TIN,gs52001,Inactive
"Williams, Guzman and Williams",Government,"54797 Catherine Locks Suite 690, East Sandraborough, WY, USA - 57822-5188",Fax,(719)734-1001,Validated,Support,elizabethtaylor@example.org,True,TAX55258,LEI,yv47369,Inactive
"Boyer, Webb and Terry",Private,"291 Johnson Street Apt. 852, Port Jeanne, AL, USA - 60562-1082",Mobile,704.874.1640x35323,Validated,Sales,cphillips@example.org,False,TAX59221,PAN,Ub82111,Active
"Humphrey, Dickerson and Marshall",Public,"25969 Young Ville Suite 899, Reedport, PR, USA - 33884-3810",Office,(810)591-5786x011,Rejected,HR,perrygregory@example.org,True,TAX56564,PAN,mR40235,Inactive
Hall-Powell,Public,"2668 Sanchez Alley Suite 622, Wilsonville, OR, USA - 40351-8837",Office,976-838-9057,Approved,Sales,lisa46@example.com,True,TAX93597,PAN,wf97785,Active
Garcia-Taylor,Government,"809 Mary Circle Apt. 375, Shafferside, SC, USA - 45119-6956",Fax,795.684.0595x78501,Rejected,HR,rwalter@example.com,True,TAX55046,GST,vT15235,Inactive
Rodriguez-Lindsey,Public,"7263 Thompson Run Suite 841, East Natalie, MP, USA - 22973-8759",Mobile,(911)279-0398x42154,In Review,HR,kyleparker@example.org,True,TAX41459,EIN,YQ84330,Active
"Miller, Murphy and Hunt",Private,"915 Douglas Mount Suite 929, Solisstad, MP, USA - 58710-7657",Office,311-909-5169,Pending,Business,spencealexis@example.net,False,TAX76456,EIN,oV00816,Inactive
"Garcia, Garcia and Mckinney",LLC,"775 Alexander Pines, South Brooke, CT, USA - 25246-9651",Home,780.779.5719x9828,Approved,Support,dominguezkathleen@example.org,True,TAX12033,PAN,FT99265,Active
Hart Group,Private,"54081 Claudia Run, Kristifurt, SD, USA - 16053-3686",Mobile,432-465-0627x1645,Pending,Business,mbrown@example.com,False,TAX89533,GST,hw96980,Inactive
Dickerson PLC,Public,"98862 Saunders Lock Apt. 902, South Claireland, WY, USA - 66563-7178",Fax,(809)554-1039x39961,Pending,Personal,jamie20@example.net,True,TAX35391,DUNS,JY61985,Inactive
"Dominguez, Fritz and Perry",Public,"44397 Terri Shoals Suite 150, West Elaineberg, VT, USA - 23236-5311",Office,337.845.6054,Rejected,Support,amymorris@example.com,False,TAX58679,EIN,MS27715,Active
James-Rogers,Public,"6259 Reyes Parks, West Joseph, VA, USA - 75942-1178",Office,788.292.2377x0627,Pending,HR,jessica95@example.org,True,TAX25679,LEI,ZV87368,Active
Lamb-Rich,Private,"8301 Parsons Orchard, West Julieland, NM, USA - 58786-1287",Office,+1-711-814-0955x99529,Validated,Support,salasmartha@example.net,True,TAX95403,GST,MM84822,Inactive
Lewis-Joseph,LLC,"35410 Kelli Plaza Suite 374, Port Sarahtown, FL, USA - 88837-2041",Home,593-954-0951x33598,In Review,Support,vangelizabeth@example.com,False,TAX66307,GST,ZB58807,Active
Salinas-Nguyen,Government,"0396 Johnson Shores Apt. 652, Amandamouth, AK, USA - 90257-8002",Fax,659-872-1759x9425,Pending,HR,nancy10@example.org,True,TAX11246,LEI,Pv03075,Active
Kelly Inc,Partnership,"231 Hood Trail, East Kelli, AL, USA - 48404-2222",Fax,+1-604-870-4182,Pending,Personal,mcculloughrobert@example.org,True,TAX44219,LEI,pl29695,Active
Moore LLC,LLC,"3000 Austin Underpass Apt. 761, Lake Desiree, SC, USA - 60987-5979",Home,+1-785-371-0340x7319,Rejected,Sales,whitekimberly@example.com,False,TAX48143,DUNS,cw65462,Inactive
Fowler Inc,Government,"3547 Jackson Passage Apt. 002, Thomashaven, NV, USA - 63573-6125",Home,(732)864-9255,Approved,HR,juliaosborne@example.com,False,TAX26796,TIN,YU47333,Inactive
"Williams, Alexander and Allen",Private,"87313 Calhoun Lock, North Renee, ME, USA - 96182-4981",Office,+1-627-931-5140x013,In Review,Support,clairesloan@example.org,False,TAX33373,LEI,Xe03051,Active
Weaver LLC,Partnership,"9948 Young Station Suite 635, Kingshire, WY, USA - 11351-2458",Home,440.559.3077x79690,Rejected,Business,millermelinda@example.net,False,TAX26887,EIN,Tj51720,Active
Reed Inc,Non-Profit,"46497 Brian Shores Apt. 065, East Susanhaven, KY, USA - 47020-6317",Fax,001-568-650-7472x3904,Pending,Personal,robertowright@example.com,True,TAX70417,TIN,hd52691,Inactive
Castro and Sons,Partnership,"6883 Nelson Fords Apt. 867, New Steven, MA, USA - 74625-3944",Home,941-394-8528x439,Rejected,Personal,hallalexandra@example.com,False,TAX85788,EIN,kJ81591,Inactive
"Wood, Gonzales and White",Non-Profit,"84134 Amy Dale, Port Larrymouth, MD, USA - 89025-3838",Fax,509.839.4089x382,Rejected,Sales,thomaswelch@example.net,True,TAX87939,LEI,ci41997,Inactive
"Perry, Washington and Rose",Private,"1279 Phillips Spring, East Aprilbury, OK, USA - 20874-1077",Home,(684)925-1675,Validated,Business,madisonstone@example.org,False,TAX75267,GST,iA70932,Inactive
Davis Group,Government,"43698 Palmer Stravenue, Browningville, UT, USA - 79176-8391",Office,677-604-0328x29379,Validated,Sales,kevinwebster@example.org,True,TAX54360,GST,CK05838,Inactive
Johnson-Kemp,Non-Profit,"33370 Charles Pass Apt. 306, Dustinborough, AK, USA - 43583-8627",Home,001-210-284-1284x64189,In Review,HR,jason80@example.org,False,TAX53528,PAN,sV26836,Active
"Nguyen, Villanueva and Flynn",Private,"918 Shane Squares, Port Madisonshire, PR, USA - 44215-8217",Home,(866)420-1909,Rejected,Personal,scarter@example.com,True,TAX51644,PAN,WR17904,Inactive
Bailey Group,Public,"4205 Nash Walks, East Ginaport, FL, USA - 93012-8122",Mobile,+1-502-712-5412x189,In Review,Sales,reginaramirez@example.org,True,TAX35077,LEI,TU88786,Active
Walker-Burton,Non-Profit,"34043 Brian Cliffs, Johnsonberg, NH, USA - 80167-4244",Fax,(353)498-2978x421,Validated,Sales,wjohnston@example.com,True,TAX83734,DUNS,uV62535,Active
Becker and Sons,Government,"1959 Allen Ranch, Davidshire, TN, USA - 91232-8180",Office,9908482764,Pending,Personal,stacy75@example.org,False,TAX53020,EIN,Jj11379,Inactive
Torres and Sons,Private,"19055 Allison Fort Suite 486, South Kathleenstad, CO, USA - 43277-2216",Fax,(864)339-8808,Rejected,Business,aguilarthomas@example.net,False,TAX75111,LEI,qW43517,Inactive
Williams-Molina,LLC,"13927 Lopez Forks Suite 294, Ronaldville, TN, USA - 83914-7441",Office,973-852-4626,Pending,Support,josephdaniels@example.com,True,TAX23327,DUNS,xA32144,Active
"Rich, Holden and Richards",Partnership,"211 George Springs, North Cassandraland, MO, USA - 11937-6081",Fax,6853088997,Approved,Sales,daniellang@example.net,False,TAX86938,TIN,Ey30981,Inactive
"Reyes, Hill and Hester",LLC,"38223 Andrews Mill Suite 639, South Tanya, NJ, USA - 44275-2628",Home,615-748-1887x6378,Validated,Business,sparker@example.net,False,TAX35943,PAN,Ji17470,Active
Frost Ltd,LLC,"59693 Adrian Viaduct Suite 746, West Jessicabury, MS, USA - 90255-5259",Mobile,559-927-5249,Validated,Support,kimberly91@example.net,True,TAX84150,EIN,Nh15853,Active
Jones Group,Non-Profit,"0197 Weiss Spur Apt. 905, West Michelle, MS, USA - 60454-8526",Fax,001-907-937-1135,Pending,Personal,samanthaosborne@example.com,True,TAX85298,GST,lI09868,Active
"Conley, Harvey and Vazquez",Public,"85234 Autumn Alley, Matthewfort, VI, USA - 61966-7475",Mobile,994.728.3338,Rejected,Support,kim84@example.com,True,TAX71567,LEI,CV73327,Inactive
Smith Inc,Partnership,"57673 Andrea Gateway Apt. 201, East Davidchester, SC, USA - 92986-3033",Office,(748)613-2687x11123,In Review,Support,kenneth63@example.com,True,TAX72899,LEI,Nh54363,Inactive
Allen Inc,Government,"78108 Samantha Meadow, Rachelburgh, KY, USA - 94339-4592",Office,677.657.4148x4007,In Review,Personal,nrusso@example.org,True,TAX19846,EIN,ct72159,Active
Pearson Inc,Partnership,"2881 Parker Crescent, Austinview, FL, USA - 99638-7882",Office,(380)722-5686x3831,In Review,Personal,smithlaura@example.net,True,TAX91228,PAN,hR22072,Inactive
